Year,Firstname,Lastname,Category,Prize_Share,Motivation,Laureate_Id,Gender,Birth_Date,Birth_Country,Birth_City,Birth_Country_Code,Death_Date,Death_Country,Death_City,Death_Country_Code,Organization_Name,Organization_City,Organization_Country,Birth_Year
1987,K. Alex,Müller,Physics,2,for their important break-through in the discovery of superconductivity in ceramic materials,131,male,1927-04-20,Switzerland,Basel,CH,2023-01-09,Switzerland,Zurich,CH,IBM Zurich Research Laboratory,Rüschlikon,Switzerland,1927
1987,Jean-Marie,Lehn,Chemistry,3,for their development and use of molecules with structure-specific interactions of high selectivity,268,male,1939-09-30,France,Rosheim,FR,,,,,Université Louis Pasteur,Strasbourg,France,1939
1987,J. Georg,Bednorz,Physics,2,for their important break-through in the discovery of superconductivity in ceramic materials,130,male,1950-05-16,West Germany (now Germany),Neuenkirchen,DE,,,,,IBM Zurich Research Laboratory,Rüschlikon,Switzerland,1950
1987,Susumu,Tonegawa,Medicine,1,for his discovery of the genetic principle for generation of antibody diversity,436,male,1939-09-05,Japan,Nagoya,JP,,,,,Massachusetts Institute of Technology (MIT),Cambridge MA,USA,1939
1987,Robert M.,Solow,Economics,1,for his contributions to the theory of economic growth,701,male,1924-08-23,USA,Brooklyn NY,US,,,,,Massachusetts Institute of Technology (MIT),Cambridge MA,USA,1924
1987,Oscar,Arias Sánchez,Peace,1,for his work for lasting peace in Central America,549,male,1940-09-13,Costa Rica,Heredia,CR,,,,,,,,1940
1987,Donald J.,Cram,Chemistry,3,for their development and use of molecules with structure-specific interactions of high selectivity,267,male,1919-04-22,USA,Chester VT,US,2001-06-17,USA,Palm Desert CA,US,University of California,Los Angeles CA,USA,1919
1988,United Nations Peacekeeping Forces,,Peace,1,for preventing armed clashes and creating conditions for negotiations,550,org,,,,,,,,,,,,1948
1988,Jack,Steinberger,Physics,3,for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino,134,male,1921-05-25,Germany,Bad Kissingen,DE,2020-12-12,Switzerland,Geneva,CH,CERN,Geneva,Switzerland,1921
1988,Melvin,Schwartz,Physics,3,for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino,133,male,1932-11-02,USA,New York NY,US,2006-08-28,USA,Twin Falls ID,US,Digital Pathways Inc.,Mountain View CA,USA,1932
1988,Leon M.,Lederman,Physics,3,for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino,132,male,1922-07-15,USA,New York NY,US,2018-10-03,USA,Rexburg ID,US,Fermi National Accelerator Laboratory,Batavia IL,USA,1922
1988,George H.,Hitchings,Medicine,3,for their discoveries of important principles for drug treatment,439,male,1905-04-18,USA,Hoquiam WA,US,1998-02-27,USA,Chapel Hill NC,US,Wellcome Research Laboratories,Research Triangle Park NC,USA,1905
1988,Hartmut,Michel,Chemistry,3,for the determination of the three-dimensional structure of a photosynthetic reaction centre,272,male,1948-07-18,West Germany (now Germany),Ludwigsburg,DE,,,,,Max-Planck-Institut für Biophysik,Frankfurt-on-the-Main,Germany,1948
1988,Robert,Huber,Chemistry,3,for the determination of the three-dimensional structure of a photosynthetic reaction centre,271,male,1937-02-20,Germany,Munich,DE,,,,,Max-Planck-Institut für Biochemie,Martinsried,Germany,1937
1988,Johann,Deisenhofer,Chemistry,3,for the determination of the three-dimensional structure of a photosynthetic reaction centre,270,male,1943-09-30,Germany,Zusamaltheim,DE,,,,,University of Texas Southwestern Medical Center at Dallas,Dallas TX,USA,1943
1988,Naguib,Mahfouz,Literature,1,who through works rich in nuance - now clear-sightedly realistic now evocatively ambiguous - has formed an Arabian narrative art that applies to all mankind,665,male,1911-12-11,Egypt,Cairo,EG,2006-08-30,Egypt,Cairo,EG,,,,1911
1988,Sir James W.,Black,Medicine,3,for their discoveries of important principles for drug treatment,437,male,1924-06-14,Scotland,Uddingston,GB,2010-03-21,,,,London University King's College Hospital Medical School,London,United Kingdom,1924
1988,Gertrude B.,Elion,Medicine,3,for their discoveries of important principles for drug treatment,438,female,1918-01-23,USA,New York NY,US,1999-02-21,USA,Chapel Hill NC,US,Wellcome Research Laboratories,Research Triangle Park NC,USA,1918
1988,Maurice,Allais,Economics,1,for his pioneering contributions to the theory of markets and efficient utilization of resources,702,male,1911-05-31,France,Paris,FR,2010-10-09,France,Paris,FR,École Nationale Supérieur des Mines de Paris,Paris,France,1911
1989,Thomas R.,Cech,Chemistry,2,for their discovery of catalytic properties of RNA,274,male,1947-12-08,USA,Chicago IL,US,,,,,University of Colorado,Boulder CO,USA,1947
1989,Sidney,Altman,Chemistry,2,for their discovery of catalytic properties of RNA,273,male,1939-05-07,Canada,Montreal,CA,2022-04-05,USA,Rockleigh NJ,US,Yale University,New Haven CT,USA,1939
1989,Hans G.,Dehmelt,Physics,4,for the development of the ion trap technique,136,male,1922-09-09,Prussia (now Germany),Görlitz,DE,2017-03-07,USA,Seattle WA,US,University of Washington,Seattle WA,USA,1922
1989,Norman F.,Ramsey,Physics,2,for the invention of the separated oscillatory fields method and its use in the hydrogen maser and other atomic clocks,135,male,1915-08-27,USA,Washington D.C.,US,2011-11-04,USA,Wayland MA,US,Harvard University,Cambridge MA,USA,1915
1989,J. Michael,Bishop,Medicine,2,for their discovery of the cellular origin of retroviral oncogenes,440,male,1936-02-22,USA,York PA,US,,,,,University of California School of Medicine,San Francisco CA,USA,1936
1989,Wolfgang,Paul,Physics,4,for the development of the ion trap technique,137,male,1913-08-10,Germany,Lorenzkirch,DE,1993-12-07,Germany,Bonn,DE,University of Bonn,Bonn,Germany,1913
1989,Trygve,Haavelmo,Economics,1,for his clarification of the probability theory foundations of econometrics and his analyses of simultaneous economic structures,703,male,1911-12-13,Norway,Skedsmo,NO,1999-07-26,Norway,Oslo,NO,University of Oslo,Oslo,Norway,1911
1989,Camilo José,Cela,Literature,1,for a rich and intensive prose which with restrained compassion forms a challenging vision of man's vulnerability,666,male,1916-05-11,Spain,Iria Flavia,ES,2002-01-17,Spain,Madrid,ES,,,,1916
1989,Lhamo,Thondup,Peace,1,for advocating peaceful solutions based upon tolerance and mutual respect in order to preserve the historical and cultural heritage of his people,551,male,1935-07-06,Tibet (now China),Taktser,CN,,,,,,,,1935
1989,Harold E.,Varmus,Medicine,2,for their discovery of the cellular origin of retroviral oncogenes,441,male,1939-12-18,USA,Oceanside NY,US,,,,,University of California School of Medicine,San Francisco CA,USA,1939
1990,Octavio,Paz,Literature,1,for impassioned writing with wide horizons characterized by sensuous intelligence and humanistic integrity,667,male,1914-03-31,Mexico,Mexico City,MX,1998-04-19,Mexico,Mexico City,MX,,,,1914
1990,Richard E.,Taylor,Physics,3,for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons which have been of essential importance for the development of the quark model in particle physics,140,male,1929-11-02,Canada,Medicine Hat Alberta,CA,2018-02-22,USA,Stanford CA,US,Stanford University,Stanford CA,USA,1929
1990,Henry W.,Kendall,Physics,3,for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons which have been of essential importance for the development of the quark model in particle physics,139,male,1926-12-09,USA,Boston MA,US,1999-02-15,USA,Wakulla Springs State Park FL,US,Massachusetts Institute of Technology (MIT),Cambridge MA,USA,1926
1990,Jerome I.,Friedman,Physics,3,for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons which have been of essential importance for the development of the quark model in particle physics,138,male,1930-03-28,USA,Chicago IL,US,,,,,Massachusetts Institute of Technology (MIT),Cambridge MA,USA,1930
1990,Harry M.,Markowitz,Economics,3,for their pioneering work in the theory of financial economics,704,male,1927-08-24,USA,Chicago IL,US,,,,,City University of New York,New York NY,USA,1927
1990,Merton H.,Miller,Economics,3,for their pioneering work in the theory of financial economics,705,male,1923-05-16,USA,Boston MA,US,2000-06-03,USA,Chicago IL,US,University of Chicago,Chicago IL,USA,1923
1990,Joseph E.,Murray,Medicine,2,for their discoveries concerning organ and cell transplantation in the treatment of human disease,442,male,1919-04-01,USA,Milford MA,US,2012-11-26,USA,Boston MA,US,Brigham and Women's Hospital,Boston MA,USA,1919
1990,Mikhail,Gorbachev,Peace,1,for the leading role he played in the radical changes in East-West relations,552,male,1931-03-02,USSR (now Russia),Privolnoye,RU,2022-08-30,Russia,Moscow,RU,,,,1931
1990,E. Donnall,Thomas,Medicine,2,for their discoveries concerning organ and cell transplantation in the treatment of human disease,443,male,1920-03-15,USA,Mart TX,US,2012-10-20,USA,Seattle WA,US,Fred Hutchinson Cancer Research Center,Seattle WA,USA,1920
1990,William F.,Sharpe,Economics,3,for their pioneering work in the theory of financial economics,706,male,1934-06-16,USA,Boston MA,US,,,,,Stanford University,Stanford CA,USA,1934
1990,Elias James,Corey,Chemistry,1,for his development of the theory and methodology of organic synthesis,275,male,1928-07-12,USA,Methuen MA,US,,,,,Harvard University,Cambridge MA,USA,1928
1991,Ronald H.,Coase,Economics,1,for his discovery and clarification of the significance of transaction costs and property rights for the institutional structure and functioning of the economy,707,male,1910-12-29,United Kingdom,Willesden,GB,2013-09-02,USA,Chicago IL,US,University of Chicago,Chicago IL,USA,1910
1991,Nadine,Gordimer,Literature,1,who through her magnificent epic writing has - in the words of Alfred Nobel - been of very great benefit to humanity,668,female,1923-11-20,South Africa,Springs,ZA,2014-07-13,South Africa,Johannesburg,ZA,,,,1923
1991,Bert,Sakmann,Medicine,2,for their discoveries concerning the function of single ion channels in cells,445,male,1942-06-12,Germany,Stuttgart,DE,,,,,Max-Planck-Institut für medizinische Forschung,Heidelberg,Germany,1942
1991,Pierre-Gilles,de Gennes,Physics,1,for discovering that methods developed for studying order phenomena in simple systems can be generalized to more complex forms of matter in particular to liquid crystals and polymers,141,male,1932-10-24,France,Paris,FR,2007-05-18,France,Orsay,FR,Collège de France,Paris,France,1932
1991,Aung San Suu Kyi,,Peace,1,for her non-violent struggle for democracy and human rights,553,female,1945-06-19,Burma (now Myanmar),Rangoon (now Yangon),MM,,,,,,,,1945
1991,Erwin,Neher,Medicine,2,for their discoveries concerning the function of single ion channels in cells,444,male,1944-03-20,Germany,Landsberg,DE,,,,,Max-Planck-Institut für Biophysikalische Chemie,Göttingen,Germany,1944
1991,Richard R.,Ernst,Chemistry,1,for his contributions to the development of the methodology of high resolution nuclear magnetic resonance (NMR) spectroscopy,276,male,1933-08-14,Switzerland,Winterthur,CH,2021-06-04,Switzerland,Winterthur,CH,Eidgenössische Technische Hochschule (Swiss Federal Institute of Technology),Zurich,Switzerland,1933
1992,Derek,Walcott,Literature,1,for a poetic oeuvre of great luminosity sustained by a historical vision the outcome of a multicultural commitment,669,male,1930-01-23,Saint Lucia,Castries,LC,2017-03-17,Saint Lucia,Gros-Islet,LC,,,,1930
1992,Edmond H.,Fischer,Medicine,2,for their discoveries concerning reversible protein phosphorylation as a biological regulatory mechanism,446,male,1920-04-06,China,Shanghai,CN,2021-08-27,USA,Seattle WA,US,University of Washington,Seattle WA,USA,1920
1992,Rudolph A.,Marcus,Chemistry,1,for his contributions to the theory of electron transfer reactions in chemical systems,277,male,1923-07-21,Canada,Montreal,CA,,,,,California Institute of Technology (Caltech),Pasadena CA,USA,1923
1992,Gary,Becker,Economics,1,for having extended the domain of microeconomic analysis to a wide range of human behaviour and interaction including nonmarket behaviour,708,male,1930-12-02,USA,Pottsville PA,US,2014-05-03,USA,Chicago IL,US,University of Chicago,Chicago IL,USA,1930
1992,Rigoberta,Menchú Tum,Peace,1,for her struggle for social justice and ethno-cultural reconciliation based on respect for the rights of indigenous peoples,554,female,1959-01-09,Guatemala,Aldea Chimel,GT,,,,,,,,1959
1992,Georges,Charpak,Physics,1,for his invention and development of particle detectors in particular the multiwire proportional chamber,142,male,1924-08-01,Poland,Dabrovica,PL,2010-09-29,France,Paris,FR,École Supérieure de Physique et Chimie,Paris,France,1924
1992,Edwin G.,Krebs,Medicine,2,for their discoveries concerning reversible protein phosphorylation as a biological regulatory mechanism,447,male,1918-06-06,USA,Lansing IA,US,2009-12-21,USA,Seattle WA,US,University of Washington,Seattle WA,USA,1918
1993,Russell A.,Hulse,Physics,2,for the discovery of a new type of pulsar a discovery that has opened up new possibilities for the study of gravitation,143,male,1950-11-28,USA,New York NY,US,,,,,Princeton University,Princeton NJ,USA,1950
1993,Joseph H.,Taylor Jr.,Physics,2,for the discovery of a new type of pulsar a discovery that has opened up new possibilities for the study of gravitation,144,male,1941-03-29,USA,Philadelphia PA,US,,,,,Princeton University,Princeton NJ,USA,1941
1993,Toni,Morrison,Literature,1,who in novels characterized by visionary force and poetic import gives life to an essential aspect of American reality,670,female,1931-02-18,USA,Lorain OH,US,2019-08-05,USA,New York NY,US,,,,1931
1993,Douglass C.,North,Economics,2,for having renewed research in economic history by applying economic theory and quantitative methods in order to explain economic and institutional change,710,male,1920-11-05,USA,Cambridge MA,US,2015-11-23,USA,Benzonia MI,US,Washington University,St. Louis MO,USA,1920
1993,Michael,Smith,Chemistry,2,for his fundamental contributions to the establishment of oligonucleotide-based site-directed mutagenesis and its development for protein studies,279,male,1932-04-26,United Kingdom,Blackpool,GB,2000-10-04,Canada,Vancouver,CA,University of British Columbia,Vancouver,Canada,1932
1993,Phillip A.,Sharp,Medicine,2,for their discoveries of split genes,449,male,1944-06-06,USA,Falmouth KY,US,,,,,Massachusetts Institute of Technology (MIT) Center for Cancer Research,Cambridge MA,USA,1944
